post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST01194,TikTok,Education,65,80,2,8,4,1,Positive,0.49922381051716935,False,This is wonderful great love content about health
POST01195,Instagram,Sports,73,254,14,3,4,4,Positive,0.6615384153603295,False,This is amazing great love content about health
POST01196,Facebook,Health,185,133,2,10,8,1,Positive,0.386135841509317,False,This is amazing fantastic wonderful content about entertainment
POST01197,Twitter,Sports,177,2,8,8,0,4,Neutral,0.5787090348672514,False,This is typical standard average content about health
POST01198,LinkedIn,Entertainment,129,152,10,13,2,1,Negative,0.028373306994727177,False,This is hate worst hate content about sports
POST01199,Twitter,Business,240,14,15,3,0,2,Neutral,0.6033895727174685,False,This is average fine typical content about entertainment
POST01200,Twitter,Politics,110,111,2,19,2,0,Neutral,0.8584182978185027,False,This is typical okay typical content about education
POST01201,TikTok,Business,77,43,19,3,5,0,Positive,0.4670008069973661,False,This is fantastic wonderful excellent content about business
POST01202,Twitter,Health,179,143,13,12,0,2,Positive,0.18730666587609957,False,This is love wonderful great content about sports
POST01203,Facebook,Education,35,27,5,7,5,3,Positive,0.7779587794582076,False,This is best wonderful wonderful content about politics
POST01204,Instagram,Business,81,88,16,4,7,3,Neutral,0.01689421564575333,True,This is okay fine regular content about politics
POST01205,LinkedIn,Education,39,33,16,3,8,2,Neutral,0.19693779350232588,False,This is standard average typical content about politics
POST01206,TikTok,Sports,68,69,23,2,1,4,Negative,0.6929574371591354,False,This is awful worst awful content about sports
POST01207,TikTok,Education,209,243,20,2,8,3,Positive,0.43751590658058637,False,This is love great best content about technology
POST01208,Instagram,Entertainment,253,17,20,15,2,4,Neutral,0.23731037032265756,False,This is average average normal content about business
POST01209,Twitter,Education,137,8,9,38,9,1,Positive,0.7681614801841427,False,This is best amazing love content about education
POST01210,LinkedIn,Education,65,40,2,6,4,4,Negative,0.15930508972119461,False,This is horrible disappointing hate content about politics
POST01211,Facebook,Entertainment,32,325,9,2,0,0,Neutral,0.04313540172294794,False,This is normal normal regular content about politics
POST01212,LinkedIn,Politics,153,59,8,9,4,0,Negative,0.2784363704838312,False,This is horrible bad hate content about entertainment
POST01213,LinkedIn,Technology,137,85,7,7,2,1,Neutral,0.9716643296587721,False,This is standard regular okay content about business
POST01214,Twitter,Education,57,142,28,14,3,0,Neutral,0.9740394692040601,True,This is average typical average content about sports
POST01215,TikTok,Entertainment,226,54,1,5,1,1,Positive,0.7665198892266208,False,This is love great amazing content about education
POST01216,Twitter,Business,99,22,24,6,4,1,Positive,0.9182554521543096,True,This is best amazing fantastic content about health
POST01217,TikTok,Technology,179,59,15,13,9,3,Positive,0.17665033990105727,False,This is love great excellent content about business
POST01218,Twitter,Education,201,455,2,7,7,1,Neutral,0.8593249679756492,True,This is standard okay fine content about health
POST01219,Twitter,Sports,190,3,10,25,8,0,Neutral,0.2679593904060942,False,This is regular okay standard content about education
POST01220,Instagram,Business,145,420,2,4,1,2,Positive,0.31870713600681166,False,This is love love fantastic content about entertainment
POST01221,Facebook,Technology,210,94,0,16,1,4,Neutral,0.5417509192171511,True,This is normal fine regular content about sports
POST01222,Facebook,Education,94,39,6,28,5,0,Neutral,0.9825435051140765,True,This is okay standard normal content about sports
POST01223,LinkedIn,Entertainment,192,164,12,19,6,4,Positive,0.0662340644964381,False,This is wonderful love best content about sports
POST01224,TikTok,Health,233,104,30,2,6,1,Neutral,0.6684654190454912,False,This is average average standard content about entertainment
POST01225,LinkedIn,Sports,214,13,13,15,7,2,Neutral,0.32004007533565526,False,This is typical regular standard content about sports
POST01226,TikTok,Business,265,40,44,0,1,1,Neutral,0.15146553005619157,False,This is average normal fine content about business
POST01227,LinkedIn,Education,68,24,12,8,8,0,Positive,0.9939528544852645,False,This is wonderful amazing excellent content about entertainment
POST01228,TikTok,Education,170,0,0,25,3,3,Neutral,0.7130003670912619,False,This is regular standard fine content about entertainment
POST01229,LinkedIn,Politics,89,40,1,0,3,2,Neutral,0.49072836781811013,False,This is normal standard typical content about politics
POST01230,TikTok,Business,175,2,6,0,7,2,Positive,0.12002562075290035,False,This is love excellent excellent content about politics
POST01231,Twitter,Health,235,66,3,15,5,3,Negative,0.3172148218198575,False,This is hate hate awful content about education
POST01232,Twitter,Education,152,204,2,6,5,0,Negative,0.7228792445252123,False,This is disappointing horrible bad content about education
POST01233,Twitter,Politics,140,74,75,1,1,0,Negative,0.9807939538954585,True,This is horrible horrible awful content about business
POST01234,Twitter,Health,244,10,8,3,0,3,Neutral,0.8714244993900384,True,This is okay typical okay content about politics
POST01235,LinkedIn,Politics,263,112,2,29,2,3,Neutral,0.6018826982119937,False,This is okay average average content about entertainment
POST01236,Twitter,Education,129,80,16,16,6,4,Positive,0.4173678257494251,False,This is amazing wonderful excellent content about business
POST01237,Facebook,Health,256,46,22,0,1,3,Positive,0.7573446204816958,False,This is excellent fantastic love content about entertainment
POST01238,Twitter,Entertainment,183,159,4,1,5,4,Positive,0.8796497565189187,False,This is wonderful great amazing content about education
POST01239,Twitter,Health,273,195,8,1,0,1,Positive,0.9432012008496299,False,This is love amazing best content about sports
POST01240,Twitter,Education,220,33,3,1,3,3,Positive,0.5623538960820194,False,This is love wonderful best content about health
POST01241,TikTok,Health,120,20,2,1,4,0,Positive,0.2046491170293312,False,This is great love great content about politics
POST01242,Instagram,Education,98,41,38,3,2,3,Positive,0.4904309656897142,False,This is amazing great best content about health
POST01243,TikTok,Health,182,50,27,4,3,3,Positive,0.5306332981122617,False,This is best wonderful amazing content about health
POST01244,LinkedIn,Entertainment,170,39,2,12,3,1,Neutral,0.8953196649636734,False,This is regular normal regular content about sports
POST01245,TikTok,Business,225,282,21,18,1,0,Positive,0.33987783236524316,True,This is great love great content about politics
POST01246,Instagram,Technology,226,152,17,6,5,4,Positive,0.9673107914235131,False,This is amazing amazing excellent content about entertainment
POST01247,LinkedIn,Education,164,71,19,10,3,4,Positive,0.8254910409402649,False,This is best great great content about health
POST01248,Instagram,Education,113,6,13,18,4,3,Neutral,0.3056332842419601,False,This is normal regular regular content about health
POST01249,Instagram,Education,40,57,23,5,7,2,Positive,0.10948811028224437,False,This is best best excellent content about entertainment
POST01250,Twitter,Politics,263,3,13,1,3,4,Positive,0.6678420009416897,False,This is wonderful excellent fantastic content about technology
POST01251,Instagram,Business,225,84,19,8,6,3,Neutral,0.763429281427275,False,This is standard typical regular content about health
POST01252,Facebook,Politics,232,229,2,11,9,1,Positive,0.0007637527292665425,False,This is excellent wonderful great content about politics
POST01253,TikTok,Business,159,48,16,1,0,3,Neutral,0.08719917431266311,False,This is regular okay normal content about politics
POST01254,TikTok,Sports,88,275,9,2,2,4,Neutral,0.6288159088231995,False,This is average normal okay content about entertainment
POST01255,Facebook,Sports,133,10,5,6,8,0,Neutral,0.7596794945812835,True,This is standard standard typical content about health
POST01256,Instagram,Entertainment,258,2,4,2,8,4,Positive,0.7258721465976823,False,This is wonderful best great content about politics
POST01257,LinkedIn,Business,172,48,9,6,2,2,Negative,0.3431630234207945,True,This is disappointing horrible worst content about health
POST01258,Twitter,Education,87,169,16,3,9,1,Positive,0.3999288056415117,False,This is fantastic wonderful amazing content about politics
POST01259,Facebook,Politics,104,35,15,6,3,2,Positive,0.7724134729758197,False,This is love wonderful amazing content about politics
POST01260,Facebook,Business,277,11,19,24,7,1,Neutral,0.24065650174470377,False,This is typical okay average content about politics
POST01261,TikTok,Sports,156,123,6,5,8,1,Positive,0.34723625018808746,False,This is fantastic best amazing content about entertainment
POST01262,LinkedIn,Politics,108,85,11,15,2,2,Positive,0.002311041831819516,False,This is wonderful best amazing content about health
POST01263,TikTok,Technology,220,1,32,7,6,0,Positive,0.9433494306925273,False,This is fantastic great best content about sports
POST01264,Facebook,Politics,164,364,10,18,0,2,Neutral,0.30565082812333433,False,This is average normal standard content about health
POST01265,Facebook,Business,25,45,13,20,1,2,Positive,0.6697104834617827,False,This is wonderful fantastic love content about technology
POST01266,Twitter,Health,89,2,0,31,5,4,Neutral,0.7291821814875996,False,This is average regular fine content about business
POST01267,LinkedIn,Education,121,19,12,4,6,3,Neutral,0.7465010814903801,False,This is okay average typical content about business
POST01268,Facebook,Education,46,27,20,7,5,4,Neutral,0.7796293509846338,False,This is regular regular standard content about business
POST01269,Instagram,Technology,57,51,13,9,3,3,Neutral,0.21833557479957444,False,This is normal standard typical content about entertainment
POST01270,Twitter,Entertainment,48,152,62,14,8,0,Neutral,0.4310519672003347,False,This is fine normal normal content about technology
POST01271,Facebook,Technology,102,61,2,12,4,3,Neutral,0.06856016490798134,False,This is regular regular standard content about technology
POST01272,Instagram,Politics,126,72,5,8,3,4,Neutral,0.10710846136079821,False,This is regular normal fine content about education
POST01273,LinkedIn,Education,240,157,4,1,3,0,Positive,0.5031718605040577,False,This is best excellent amazing content about politics
POST01274,Instagram,Health,274,65,7,9,7,2,Positive,0.00013645815849094856,False,This is love love wonderful content about health
POST01275,Facebook,Sports,251,335,19,0,3,0,Neutral,0.9665953663148609,False,This is normal standard standard content about education
POST01276,TikTok,Health,187,59,31,0,3,1,Positive,0.2826392746106442,False,This is excellent great love content about technology
POST01277,TikTok,Education,123,7,4,5,3,1,Negative,0.5468455930939048,False,This is horrible horrible bad content about business
POST01278,Twitter,Education,164,82,4,1,8,1,Neutral,0.5277930253944083,False,This is average typical okay content about entertainment
POST01279,Instagram,Sports,75,89,4,8,7,2,Negative,0.3174750314135505,False,This is disappointing worst disappointing content about business
POST01280,Twitter,Business,124,58,5,8,0,1,Negative,0.5624324840229411,False,This is disappointing awful hate content about politics
POST01281,Facebook,Health,148,188,37,23,1,0,Positive,0.9325022282599362,False,This is excellent excellent fantastic content about politics
POST01282,Twitter,Politics,130,3,16,6,9,1,Positive,0.35707173107759527,False,This is great fantastic best content about sports
